"","set_num","part_num","color_id","quantity","name_set","year","theme_id","name_theme","parent_id"
"3052","70907-1","98282",321,1,"Killer Croc Tail-Gator",2017,484,"Batman",482
"3053","70907-1","98282",4,1,"Killer Croc Tail-Gator",2017,484,"Batman",482
"3054","70907-1","98721",0,1,"Killer Croc Tail-Gator",2017,484,"Batman",482
"3055","70907-1","98721",0,1,"Killer Croc Tail-Gator",2017,484,"Batman",482
"3056","70907-1","99780",72,1,"Killer Croc Tail-Gator",2017,484,"Batman",482
"3057","70904-1","10113",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3058","70904-1","14704",71,1,"Clayface Splat Attack",2017,484,"Batman",482
"3059","70904-1","15456",71,1,"Clayface Splat Attack",2017,484,"Batman",482
"3060","70904-1","17114",72,1,"Clayface Splat Attack",2017,484,"Batman",482
"3061","70904-1","19185",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3062","70904-1","19220",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3063","70904-1","2456",70,1,"Clayface Splat Attack",2017,484,"Batman",482
"3064","70904-1","27145",14,1,"Clayface Splat Attack",2017,484,"Batman",482
"3065","70904-1","27145",14,1,"Clayface Splat Attack",2017,484,"Batman",482
"3066","70904-1","2780",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3067","70904-1","2780",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3068","70904-1","28420",226,1,"Clayface Splat Attack",2017,484,"Batman",482
"3069","70904-1","3001",70,1,"Clayface Splat Attack",2017,484,"Batman",482
"3070","70904-1","3032",70,1,"Clayface Splat Attack",2017,484,"Batman",482
"3071","70904-1","3040bpr0001",84,1,"Clayface Splat Attack",2017,484,"Batman",482
"3072","70904-1","3040bpr0002",84,1,"Clayface Splat Attack",2017,484,"Batman",482
"3073","70904-1","3070b",15,1,"Clayface Splat Attack",2017,484,"Batman",482
"3074","70904-1","3626cpr2106",78,1,"Clayface Splat Attack",2017,484,"Batman",482
"3075","70904-1","3626cpr2243",92,1,"Clayface Splat Attack",2017,484,"Batman",482
"3076","70904-1","3700",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3077","70904-1","3958",70,1,"Clayface Splat Attack",2017,484,"Batman",482
"3078","70904-1","4600",84,1,"Clayface Splat Attack",2017,484,"Batman",482
"3079","70904-1","54200",70,1,"Clayface Splat Attack",2017,484,"Batman",482
"3080","70904-1","6141",15,1,"Clayface Splat Attack",2017,484,"Batman",482
"3081","70904-1","6222",70,1,"Clayface Splat Attack",2017,484,"Batman",482
"3082","70904-1","970c00",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3083","70904-1","970c00",1,1,"Clayface Splat Attack",2017,484,"Batman",482
"3084","70904-1","973pr3650",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3085","70904-1","973pr3829c01",1,1,"Clayface Splat Attack",2017,484,"Batman",482
"3086","70904-1","98721",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3087","70904-1","98721",0,1,"Clayface Splat Attack",2017,484,"Batman",482
"3088","70910-1","10113",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3089","70910-1","10201",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3090","70910-1","11477",2,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3091","70910-1","11477",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3092","70910-1","14417",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3093","70910-1","14418",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3094","70910-1","14769pr0006",84,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3095","70910-1","15071",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3096","70910-1","15530pr0001",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3097","70910-1","15712",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3098","70910-1","18649",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3099","70910-1","19185",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3100","70910-1","2431",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3101","70910-1","2446pr0015",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3102","70910-1","2447",40,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3103","70910-1","2447",40,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3104","70910-1","2456",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3105","70910-1","2540",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3106","70910-1","27145",14,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3107","70910-1","27145",14,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3108","70910-1","2926",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3109","70910-1","3009",320,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3110","70910-1","30151b",42,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3111","70910-1","3021",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3112","70910-1","3021",2,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3113","70910-1","3022",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3114","70910-1","3024",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3115","70910-1","3024",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3116","70910-1","3024",2,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3117","70910-1","3024",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3118","70910-1","3024",28,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3119","70910-1","3024",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3120","70910-1","3029",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3121","70910-1","3030",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3122","70910-1","3032",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3123","70910-1","3039",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3124","70910-1","3068bpr0019",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3125","70910-1","3069b",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3126","70910-1","32123b",14,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3127","70910-1","3460",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3128","70910-1","3626cpr2092",78,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3129","70910-1","3626cpr2095",19,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3130","70910-1","3626cpr2106",78,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3131","70910-1","3666",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3132","70910-1","3705",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3133","70910-1","3709",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3134","70910-1","3713",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3135","70910-1","3899",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3136","70910-1","4162",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3137","70910-1","4274",1,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3138","70910-1","43888",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3139","70910-1","4624",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3140","70910-1","4740",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3141","70910-1","47905",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3142","70910-1","50859b",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3143","70910-1","52107",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3144","70910-1","60594",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3145","70910-1","60897",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3146","70910-1","60897",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3147","70910-1","61252",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3148","70910-1","6141",46,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3149","70910-1","6141",46,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3150","70910-1","6154",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3151","70910-1","6155",71,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3152","70910-1","6187",14,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3153","70910-1","6254",27,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3154","70910-1","6541",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3155","70910-1","87618",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3156","70910-1","87994",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3157","70910-1","87994",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3158","70910-1","88072",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3159","70910-1","88072",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3160","70910-1","88930",2,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3161","70910-1","88930",4,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3162","70910-1","89536",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3163","70910-1","92474",47,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3164","70910-1","93061",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3165","70910-1","93061",72,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3166","70910-1","970c00pr1175",379,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3167","70910-1","973pr3635",15,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3168","70910-1","973pr3650",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3169","70910-1","973pr3654c01",14,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3170","70910-1","98138",46,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3171","70910-1","98138",182,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3172","70910-1","98138",46,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3173","70910-1","98138",47,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3174","70910-1","98138",47,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3175","70910-1","98283",28,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3176","70910-1","98721",0,1,"Scarecrow Special Delivery",2017,484,"Batman",482
"3177","70913-1","10113",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3178","70913-1","10928",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3179","70913-1","15392",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3180","70913-1","15462",70,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3181","70913-1","15790",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3182","70913-1","16091",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3183","70913-1","17979",308,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3184","70913-1","20606pr0001",70,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3185","70913-1","2412b",70,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3186","70913-1","24144",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3187","70913-1","2431",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3188","70913-1","25214",4,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3189","70913-1","26599",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3190","70913-1","30031",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3191","70913-1","3004",378,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3192","70913-1","3005",378,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3193","70913-1","3010",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3194","70913-1","30192",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3195","70913-1","3022",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3196","70913-1","3023",4,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3197","70913-1","3024",14,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3198","70913-1","3024",14,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3199","70913-1","3031",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3200","70913-1","3035",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3201","70913-1","30361c",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3202","70913-1","30377",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3203","70913-1","3068b",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3204","70913-1","3068b",14,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3205","70913-1","3068b",19,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3206","70913-1","32034",308,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3207","70913-1","32062",4,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3208","70913-1","32187",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3209","70913-1","3626cpr2095",19,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3210","70913-1","3626cpr2106",78,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3211","70913-1","3700",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3212","70913-1","3710",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3213","70913-1","3749",19,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3214","70913-1","44728",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3215","70913-1","4595",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3216","70913-1","54200",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3217","70913-1","54200",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3218","70913-1","59443",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3219","70913-1","60481",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3220","70913-1","60849",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3221","70913-1","6141",42,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3222","70913-1","6141",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3223","70913-1","6141",34,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3224","70913-1","6141",36,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3225","70913-1","6141",34,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3226","70913-1","6141",36,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3227","70913-1","6187",14,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3228","70913-1","63868",308,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3229","70913-1","63965",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3230","70913-1","85861",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3231","70913-1","85984",19,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3232","70913-1","87083",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3233","70913-1","87087",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3234","70913-1","87087",378,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3235","70913-1","92593",72,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3236","70913-1","92842",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3237","70913-1","970c00",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3238","70913-1","970c00pr1175",379,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3239","70913-1","973pr1961c01",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3240","70913-1","973pr3837c01",70,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3241","70913-1","98138",40,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3242","70913-1","98722",0,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3243","70913-1","99781",71,1,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"3244","70916-1","10113",0,1,"The Batwing",2017,484,"Batman",482
"3245","70916-1","14769pr1079",15,1,"The Batwing",2017,484,"Batman",482
"3246","70916-1","15456",0,1,"The Batwing",2017,484,"Batman",482
"3247","70916-1","15573",0,1,"The Batwing",2017,484,"Batman",482
"3248","70916-1","17485pr0002",4,1,"The Batwing",2017,484,"Batman",482
"3249","70916-1","18587",71,1,"The Batwing",2017,484,"Batman",482
"3250","70916-1","18588",0,1,"The Batwing",2017,484,"Batman",482
"3251","70916-1","19185",0,1,"The Batwing",2017,484,"Batman",482
"3252","70916-1","21019x037pat01pr1177",78,1,"The Batwing",2017,484,"Batman",482
"3253","70916-1","21849pr0003",46,1,"The Batwing",2017,484,"Batman",482
"3254","70916-1","22889",0,1,"The Batwing",2017,484,"Batman",482
"3255","70916-1","24087pr0002",0,1,"The Batwing",2017,484,"Batman",482
"3256","70916-1","24299",0,1,"The Batwing",2017,484,"Batman",482
"3257","70916-1","24307",0,1,"The Batwing",2017,484,"Batman",482
"3258","70916-1","2654",15,1,"The Batwing",2017,484,"Batman",482
"3259","70916-1","27145",14,1,"The Batwing",2017,484,"Batman",482
"3260","70916-1","28798pr0114",4,1,"The Batwing",2017,484,"Batman",482
"3261","70916-1","29453",14,1,"The Batwing",2017,484,"Batman",482
"3262","70916-1","29709pr0001",70,1,"The Batwing",2017,484,"Batman",482
"3263","70916-1","298c02",15,1,"The Batwing",2017,484,"Batman",482
"3264","70916-1","30031",72,1,"The Batwing",2017,484,"Batman",482
"3265","70916-1","3007",71,1,"The Batwing",2017,484,"Batman",482
"3266","70916-1","3010",72,1,"The Batwing",2017,484,"Batman",482
"3267","70916-1","3020",1,1,"The Batwing",2017,484,"Batman",482
"3268","70916-1","3022",70,1,"The Batwing",2017,484,"Batman",482
"3269","70916-1","3023",36,1,"The Batwing",2017,484,"Batman",482
"3270","70916-1","30236",0,1,"The Batwing",2017,484,"Batman",482
"3271","70916-1","3031",72,1,"The Batwing",2017,484,"Batman",482
"3272","70916-1","3034",0,1,"The Batwing",2017,484,"Batman",482
"3273","70916-1","3035",71,1,"The Batwing",2017,484,"Batman",482
"3274","70916-1","30355",0,1,"The Batwing",2017,484,"Batman",482
"3275","70916-1","30356",0,1,"The Batwing",2017,484,"Batman",482
"3276","70916-1","3039",70,1,"The Batwing",2017,484,"Batman",482
"3277","70916-1","30414",71,1,"The Batwing",2017,484,"Batman",482
"3278","70916-1","32138",71,1,"The Batwing",2017,484,"Batman",482
"3279","70916-1","3298",72,1,"The Batwing",2017,484,"Batman",482
"3280","70916-1","3626cpr2102",78,1,"The Batwing",2017,484,"Batman",482
"3281","70916-1","3626cpr2157",15,1,"The Batwing",2017,484,"Batman",482
"3282","70916-1","3626cpr9998",78,1,"The Batwing",2017,484,"Batman",482
"3283","70916-1","3703",71,1,"The Batwing",2017,484,"Batman",482
"3284","70916-1","3705",4,1,"The Batwing",2017,484,"Batman",482
"3285","70916-1","3707",4,1,"The Batwing",2017,484,"Batman",482
"3286","70916-1","3709",15,1,"The Batwing",2017,484,"Batman",482
"3287","70916-1","3738",71,1,"The Batwing",2017,484,"Batman",482
"3288","70916-1","3795",4,1,"The Batwing",2017,484,"Batman",482
"3289","70916-1","3795",15,1,"The Batwing",2017,484,"Batman",482
"3290","70916-1","3832",0,1,"The Batwing",2017,484,"Batman",482
"3291","70916-1","4032a",14,1,"The Batwing",2017,484,"Batman",482
"3292","70916-1","41747",0,1,"The Batwing",2017,484,"Batman",482
"3293","70916-1","41748",0,1,"The Batwing",2017,484,"Batman",482
"3294","70916-1","41769",0,1,"The Batwing",2017,484,"Batman",482
"3295","70916-1","41770",0,1,"The Batwing",2017,484,"Batman",482
"3296","70916-1","41854",0,1,"The Batwing",2017,484,"Batman",482
"3297","70916-1","42060",0,1,"The Batwing",2017,484,"Batman",482
"3298","70916-1","42061",0,1,"The Batwing",2017,484,"Batman",482
"3299","70916-1","4286",0,1,"The Batwing",2017,484,"Batman",482
"3300","70916-1","4286",4,1,"The Batwing",2017,484,"Batman",482
"3301","70916-1","43722",0,1,"The Batwing",2017,484,"Batman",482
"3302","70916-1","43722",72,1,"The Batwing",2017,484,"Batman",482
"3303","70916-1","43723",72,1,"The Batwing",2017,484,"Batman",482
"3304","70916-1","43723",0,1,"The Batwing",2017,484,"Batman",482
"3305","70916-1","43857",71,1,"The Batwing",2017,484,"Batman",482
"3306","70916-1","44294",71,1,"The Batwing",2017,484,"Batman",482
"3307","70916-1","47458",0,1,"The Batwing",2017,484,"Batman",482
"3308","70916-1","47720",0,1,"The Batwing",2017,484,"Batman",482
"3309","70916-1","48336",71,1,"The Batwing",2017,484,"Batman",482
"3310","70916-1","50304",72,1,"The Batwing",2017,484,"Batman",482
"3311","70916-1","50304",0,1,"The Batwing",2017,484,"Batman",482
"3312","70916-1","50305",0,1,"The Batwing",2017,484,"Batman",482
"3313","70916-1","50305",72,1,"The Batwing",2017,484,"Batman",482
"3314","70916-1","50955",0,1,"The Batwing",2017,484,"Batman",482
"3315","70916-1","50956",0,1,"The Batwing",2017,484,"Batman",482
"3316","70916-1","54200",4,1,"The Batwing",2017,484,"Batman",482
"3317","70916-1","54200",0,1,"The Batwing",2017,484,"Batman",482
"3318","70916-1","60594",72,1,"The Batwing",2017,484,"Batman",482
"3319","70916-1","63965",15,1,"The Batwing",2017,484,"Batman",482
"3320","70916-1","6585",0,1,"The Batwing",2017,484,"Batman",482
"3321","70916-1","85984",70,1,"The Batwing",2017,484,"Batman",482
"3322","70916-1","87079",70,1,"The Batwing",2017,484,"Batman",482
"3323","70916-1","87083",72,1,"The Batwing",2017,484,"Batman",482
"3324","70916-1","88930",0,1,"The Batwing",2017,484,"Batman",482
"3325","70916-1","92593",71,1,"The Batwing",2017,484,"Batman",482
"3326","70916-1","92692",15,1,"The Batwing",2017,484,"Batman",482
"3327","70916-1","96874",25,1,"The Batwing",2017,484,"Batman",482
"3328","70916-1","970c00",0,1,"The Batwing",2017,484,"Batman",482
"3329","70916-1","970d01pr1290",0,1,"The Batwing",2017,484,"Batman",482
"3330","70916-1","973pr3642c01",4,1,"The Batwing",2017,484,"Batman",482
"3331","70916-1","973pr3650",0,1,"The Batwing",2017,484,"Batman",482
"3332","70916-1","973pr3866c09",0,1,"The Batwing",2017,484,"Batman",482
"3333","70916-1","98285",71,1,"The Batwing",2017,484,"Batman",482
"3334","70916-1","98286",71,1,"The Batwing",2017,484,"Batman",482
"3335","70916-1","98375",179,1,"The Batwing",2017,484,"Batman",482
"3336","70916-1","98721",0,1,"The Batwing",2017,484,"Batman",482
"3337","5004930-1","10113",0,1,"Accessory pack",2017,484,"Batman",482
"3338","5004930-1","11833",71,1,"Accessory pack",2017,484,"Batman",482
"3339","5004930-1","14769pr1050",14,1,"Accessory pack",2017,484,"Batman",482
"3340","5004930-1","19185",0,1,"Accessory pack",2017,484,"Batman",482
"3341","5004930-1","2654",72,1,"Accessory pack",2017,484,"Batman",482
"3342","5004930-1","27145",14,1,"Accessory pack",2017,484,"Batman",482
"3343","5004930-1","3020",72,1,"Accessory pack",2017,484,"Batman",482
"3344","5004930-1","3626cpr2106",78,1,"Accessory pack",2017,484,"Batman",482
"3345","5004930-1","5004930stk1",9999,1,"Accessory pack",2017,484,"Batman",482
"3346","5004930-1","61485",0,1,"Accessory pack",2017,484,"Batman",482
"3347","5004930-1","6222",71,1,"Accessory pack",2017,484,"Batman",482
"3348","5004930-1","75937",179,1,"Accessory pack",2017,484,"Batman",482
"3349","5004930-1","86500",40,1,"Accessory pack",2017,484,"Batman",482
"3350","5004930-1","970c00",0,1,"Accessory pack",2017,484,"Batman",482
"3351","5004930-1","973pr3650",0,1,"Accessory pack",2017,484,"Batman",482
"3352","70919-1","11212",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3353","70919-1","11213",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3354","70919-1","11609",26,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3355","70919-1","14769",19,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3356","70919-1","18674",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3357","70919-1","18936",297,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3358","70919-1","18986",47,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3359","70919-1","20286",47,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3360","70919-1","21019c00pat002pr1404",288,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3361","70919-1","2456",14,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3362","70919-1","2456",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3363","70919-1","298c02",71,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3364","70919-1","3023",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3365","70919-1","3029",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3366","70919-1","32062",4,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3367","70919-1","32073",14,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3368","70919-1","35978",2,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3369","70919-1","3626cpr2413",84,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3370","70919-1","3626cpr2415",78,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3371","70919-1","3626cpr2416",78,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3372","70919-1","3626cpr2441",78,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3373","70919-1","36832",9999,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3374","70919-1","3713",4,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3375","70919-1","3713",4,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3376","70919-1","3795",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3377","70919-1","3938",0,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3378","70919-1","4032a",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3379","70919-1","44294",71,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3380","70919-1","4498",2,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3381","70919-1","4499",2,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3382","70919-1","54200",47,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3383","70919-1","54200",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3384","70919-1","54383",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3385","70919-1","54384",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3386","70919-1","59426",72,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3387","70919-1","6141",15,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3388","70919-1","61485",0,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3389","70919-1","6585",0,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3390","70919-1","87079",72,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3391","70919-1","87693",27,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3392","70919-1","88283",0,1,"The Justice League Anniversary Party",2018,484,"Batman",482
"3393","70919-1","88489",288,1,"The Justice League Anniversary Party",2018,484,"Batman",482
